id,customer_id,order_date,product,pack_size,channel,segment,subscription
O03946,C2046,2026-06-25,bar,12-bar box,d2c,gym_regular,yes
O03947,C2116,2026-06-25,bar,12-bar box,d2c,vegetarian,yes
O03948,C2451,2026-06-25,bar,12-bar box,d2c,gym_regular,yes
O03949,C2461,2026-06-25,bar,12-bar box,marketplace,vegetarian,no
O03950,C2780,2026-06-25,bar,12-bar box,d2c,vegetarian,yes
O03951,C2800,2026-06-25,bar,12-bar box,d2c,gym_regular,no
O03952,C2996,2026-06-25,bar,12-bar box,d2c,beginner,yes
O03953,C3003,2026-06-25,bar,12-bar box,d2c,beginner,yes
O03954,C3134,2026-06-25,bar,12-bar box,d2c,gym_regular,yes
O03955,C3279,2026-06-25,bar,12-bar box,marketplace,gym_regular,no
O03956,C3426,2026-06-25,bar,12-bar box,d2c,gym_regular,yes
O03957,C3745,2026-06-25,bar,12-bar box,d2c,gym_regular,yes
O03958,C3861,2026-06-25,bar,12-bar box,marketplace,beginner,no
O03959,C3933,2026-06-25,bar,12-bar box,d2c,gym_regular,no
O03960,C3995,2026-06-25,bar,12-bar box,marketplace,gym_regular,no
O03961,C0008,2026-06-26,bar,12-bar box,marketplace,beginner,no
O03962,C0050,2026-06-26,bar,12-bar box,d2c,gym_regular,no
O03963,C0069,2026-06-26,bar,12-bar box,d2c,gym_regular,no
O03964,C0228,2026-06-26,bar,12-bar box,d2c,beginner,no
O03965,C0263,2026-06-26,bar,12-bar box,marketplace,beginner,no
O03966,C0317,2026-06-26,bar,12-bar box,marketplace,beginner,no
O03967,C0472,2026-06-26,bar,12-bar box,marketplace,weight_loss,no
O03968,C0570,2026-06-26,bar,12-bar box,d2c,weight_loss,yes
O03969,C0884,2026-06-26,bar,12-bar box,marketplace,weight_loss,no
O03970,C0913,2026-06-26,bar,12-bar box,d2c,weight_loss,yes
O03971,C1058,2026-06-26,bar,12-bar box,d2c,weight_loss,no
O03972,C1298,2026-06-26,bar,12-bar box,marketplace,gym_regular,no
O03973,C1321,2026-06-26,bar,12-bar box,d2c,gym_regular,yes
O03974,C1361,2026-06-26,bar,12-bar box,d2c,gym_regular,no
O03975,C1729,2026-06-26,bar,12-bar box,d2c,gym_regular,no
O03976,C1747,2026-06-26,bar,12-bar box,d2c,weight_loss,no
O03977,C1904,2026-06-26,bar,12-bar box,marketplace,beginner,no
O03978,C2061,2026-06-26,bar,12-bar box,d2c,gym_regular,yes
O03979,C2175,2026-06-26,bar,12-bar box,marketplace,weight_loss,no
O03980,C2240,2026-06-26,bar,12-bar box,marketplace,vegetarian,no
O03981,C2328,2026-06-26,bar,12-bar box,d2c,gym_regular,yes
O03982,C2348,2026-06-26,bar,12-bar box,d2c,vegetarian,yes
O03983,C2496,2026-06-26,bar,12-bar box,marketplace,beginner,no
O03984,C2643,2026-06-26,bar,12-bar box,d2c,endurance,no
O03985,C2656,2026-06-26,bar,12-bar box,marketplace,weight_loss,no
O03986,C2720,2026-06-26,bar,12-bar box,marketplace,vegetarian,no
O03987,C2806,2026-06-26,bar,12-bar box,marketplace,gym_regular,no
O03988,C2932,2026-06-26,bar,12-bar box,d2c,vegetarian,yes
O03989,C2964,2026-06-26,bar,12-bar box,marketplace,weight_loss,no
O03990,C3156,2026-06-26,bar,12-bar box,d2c,gym_regular,no
O03991,C3174,2026-06-26,bar,12-bar box,d2c,beginner,no
O03992,C3325,2026-06-26,bar,12-bar box,d2c,weight_loss,no
O03993,C3649,2026-06-26,bar,12-bar box,d2c,gym_regular,no
O03994,C3796,2026-06-26,bar,12-bar box,d2c,gym_regular,yes
O03995,C3944,2026-06-26,bar,12-bar box,marketplace,gym_regular,no
O03996,C0302,2026-06-27,bar,12-bar box,d2c,endurance,yes
O03997,C0336,2026-06-27,bar,12-bar box,d2c,weight_loss,no
O03998,C0508,2026-06-27,bar,12-bar box,marketplace,endurance,no
O03999,C0509,2026-06-27,bar,12-bar box,d2c,weight_loss,no
O04000,C0659,2026-06-27,bar,12-bar box,marketplace,vegetarian,no
O04001,C0685,2026-06-27,bar,12-bar box,marketplace,weight_loss,no
O04002,C0726,2026-06-27,bar,12-bar box,d2c,vegetarian,yes
O04003,C0821,2026-06-27,bar,12-bar box,d2c,gym_regular,yes
O04004,C1189,2026-06-27,bar,12-bar box,d2c,gym_regular,yes
O04005,C1241,2026-06-27,bar,12-bar box,marketplace,endurance,no
O04006,C1363,2026-06-27,bar,12-bar box,marketplace,beginner,no
O04007,C1453,2026-06-27,bar,12-bar box,d2c,beginner,no
O04008,C1559,2026-06-27,bar,12-bar box,marketplace,weight_loss,no
O04009,C1769,2026-06-27,bar,12-bar box,marketplace,beginner,no
O04010,C1927,2026-06-27,bar,12-bar box,d2c,weight_loss,yes
O04011,C2103,2026-06-27,bar,12-bar box,d2c,gym_regular,no
O04012,C2111,2026-06-27,bar,12-bar box,marketplace,endurance,no
O04013,C2286,2026-06-27,bar,12-bar box,d2c,vegetarian,yes
O04014,C2342,2026-06-27,bar,12-bar box,marketplace,weight_loss,no
O04015,C2406,2026-06-27,bar,12-bar box,d2c,gym_regular,no
O04016,C2536,2026-06-27,bar,12-bar box,d2c,gym_regular,no
O04017,C2560,2026-06-27,bar,12-bar box,marketplace,gym_regular,no
O04018,C2654,2026-06-27,bar,12-bar box,d2c,beginner,no
O04019,C2787,2026-06-27,bar,12-bar box,d2c,vegetarian,no
O04020,C2906,2026-06-27,bar,12-bar box,marketplace,gym_regular,no
O04021,C2986,2026-06-27,bar,12-bar box,marketplace,endurance,no
O04022,C3056,2026-06-27,bar,12-bar box,marketplace,vegetarian,no
O04023,C3320,2026-06-27,bar,12-bar box,d2c,beginner,no
O04024,C3373,2026-06-27,bar,12-bar box,marketplace,endurance,no
O04025,C3566,2026-06-27,bar,12-bar box,d2c,weight_loss,no
O04026,C3611,2026-06-27,bar,12-bar box,marketplace,beginner,no
O04027,C3706,2026-06-27,bar,12-bar box,d2c,weight_loss,yes
O04028,C3931,2026-06-27,bar,12-bar box,d2c,gym_regular,no
O04029,C3994,2026-06-27,bar,12-bar box,d2c,gym_regular,no
O04030,C0204,2026-06-28,bar,12-bar box,d2c,beginner,no
O04031,C0277,2026-06-28,bar,12-bar box,d2c,vegetarian,no
O04032,C0325,2026-06-28,bar,12-bar box,d2c,beginner,yes
O04033,C0441,2026-06-28,bar,12-bar box,d2c,gym_regular,no
O04034,C0447,2026-06-28,bar,12-bar box,d2c,vegetarian,no
O04035,C0468,2026-06-28,bar,12-bar box,d2c,weight_loss,yes
O04036,C0494,2026-06-28,bar,12-bar box,d2c,endurance,no
O04037,C0756,2026-06-28,bar,12-bar box,d2c,weight_loss,no
O04038,C0787,2026-06-28,bar,12-bar box,d2c,gym_regular,yes
O04039,C0841,2026-06-28,bar,12-bar box,d2c,weight_loss,yes
O04040,C0861,2026-06-28,bar,12-bar box,d2c,vegetarian,no
O04041,C0988,2026-06-28,bar,12-bar box,d2c,vegetarian,no
O04042,C1023,2026-06-28,bar,12-bar box,d2c,vegetarian,no
O04043,C1045,2026-06-28,bar,12-bar box,marketplace,endurance,no
O04044,C1079,2026-06-28,bar,12-bar box,d2c,weight_loss,no
O04045,C1087,2026-06-28,bar,12-bar box,d2c,weight_loss,yes
O04046,C1146,2026-06-28,bar,12-bar box,marketplace,endurance,no
O04047,C1312,2026-06-28,bar,12-bar box,marketplace,vegetarian,no
O04048,C1530,2026-06-28,bar,12-bar box,marketplace,gym_regular,no
O04049,C1643,2026-06-28,bar,12-bar box,marketplace,gym_regular,no
O04050,C1675,2026-06-28,bar,12-bar box,d2c,weight_loss,yes
O04051,C1708,2026-06-28,bar,12-bar box,d2c,weight_loss,no
O04052,C2108,2026-06-28,bar,12-bar box,d2c,endurance,no
O04053,C2119,2026-06-28,bar,12-bar box,d2c,beginner,no
O04054,C2124,2026-06-28,bar,12-bar box,d2c,vegetarian,no
O04055,C2358,2026-06-28,bar,12-bar box,d2c,beginner,yes
O04056,C2700,2026-06-28,bar,12-bar box,marketplace,gym_regular,no
O04057,C2811,2026-06-28,bar,12-bar box,d2c,gym_regular,yes
O04058,C2905,2026-06-28,bar,12-bar box,d2c,gym_regular,yes
O04059,C3225,2026-06-28,bar,12-bar box,marketplace,weight_loss,no
O04060,C3307,2026-06-28,bar,12-bar box,d2c,beginner,no
O04061,C3446,2026-06-28,bar,12-bar box,d2c,gym_regular,no
O04062,C3543,2026-06-28,bar,12-bar box,d2c,gym_regular,yes
O04063,C3586,2026-06-28,bar,12-bar box,d2c,gym_regular,yes
O04064,C3679,2026-06-28,bar,12-bar box,marketplace,vegetarian,no
O04065,C3756,2026-06-28,bar,12-bar box,marketplace,beginner,no
O04066,C3789,2026-06-28,bar,12-bar box,d2c,beginner,no
O04067,C3816,2026-06-28,bar,12-bar box,d2c,beginner,no
O04068,C0100,2026-06-29,bar,12-bar box,d2c,gym_regular,no
O04069,C0308,2026-06-29,bar,12-bar box,d2c,vegetarian,no
O04070,C0333,2026-06-29,bar,12-bar box,d2c,gym_regular,no
O04071,C0461,2026-06-29,bar,12-bar box,d2c,weight_loss,no
O04072,C0743,2026-06-29,bar,12-bar box,d2c,weight_loss,yes
O04073,C1052,2026-06-29,bar,12-bar box,d2c,gym_regular,no
O04074,C1160,2026-06-29,bar,12-bar box,d2c,gym_regular,no
O04075,C1303,2026-06-29,bar,12-bar box,d2c,weight_loss,no
O04076,C1378,2026-06-29,bar,12-bar box,d2c,beginner,yes
O04077,C1404,2026-06-29,bar,12-bar box,marketplace,endurance,no
O04078,C1414,2026-06-29,bar,12-bar box,d2c,gym_regular,no
O04079,C1528,2026-06-29,bar,12-bar box,d2c,gym_regular,yes
O04080,C1692,2026-06-29,bar,12-bar box,marketplace,weight_loss,no
O04081,C1696,2026-06-29,bar,12-bar box,marketplace,vegetarian,no
O04082,C1945,2026-06-29,bar,12-bar box,marketplace,beginner,no
O04083,C2027,2026-06-29,bar,12-bar box,marketplace,gym_regular,no
O04084,C2247,2026-06-29,bar,12-bar box,marketplace,vegetarian,no
O04085,C2270,2026-06-29,bar,12-bar box,d2c,beginner,no
O04086,C2465,2026-06-29,bar,12-bar box,marketplace,vegetarian,no
O04087,C2584,2026-06-29,bar,12-bar box,d2c,endurance,yes
O04088,C2642,2026-06-29,bar,12-bar box,d2c,gym_regular,yes
O04089,C2682,2026-06-29,bar,12-bar box,marketplace,beginner,no
O04090,C2683,2026-06-29,bar,12-bar box,d2c,weight_loss,no
O04091,C3035,2026-06-29,bar,12-bar box,marketplace,gym_regular,no
O04092,C3250,2026-06-29,bar,12-bar box,d2c,weight_loss,no
O04093,C3414,2026-06-29,bar,12-bar box,marketplace,gym_regular,no
O04094,C3418,2026-06-29,bar,12-bar box,d2c,gym_regular,no
O04095,C3512,2026-06-29,bar,12-bar box,d2c,gym_regular,no
O04096,C3527,2026-06-29,bar,12-bar box,d2c,gym_regular,no
O04097,C3752,2026-06-29,bar,12-bar box,d2c,gym_regular,yes
O04098,C3859,2026-06-29,bar,12-bar box,d2c,weight_loss,no
O04099,C3864,2026-06-29,bar,12-bar box,marketplace,gym_regular,no
O04100,C3949,2026-06-29,bar,12-bar box,marketplace,beginner,no
O04101,C0493,2026-06-30,bar,12-bar box,d2c,gym_regular,no
O04102,C0530,2026-06-30,bar,12-bar box,marketplace,beginner,no
O04103,C0673,2026-06-30,bar,12-bar box,marketplace,weight_loss,no
O04104,C0974,2026-06-30,bar,12-bar box,marketplace,weight_loss,no
O04105,C0992,2026-06-30,bar,12-bar box,d2c,endurance,no
O04106,C1012,2026-06-30,bar,12-bar box,d2c,vegetarian,no
O04107,C1065,2026-06-30,bar,12-bar box,marketplace,gym_regular,no
O04108,C1265,2026-06-30,bar,12-bar box,marketplace,gym_regular,no
O04109,C1334,2026-06-30,bar,12-bar box,marketplace,gym_regular,no
O04110,C1339,2026-06-30,bar,12-bar box,d2c,gym_regular,no
O04111,C1428,2026-06-30,bar,12-bar box,marketplace,weight_loss,no
O04112,C1581,2026-06-30,bar,12-bar box,d2c,endurance,no
O04113,C1746,2026-06-30,bar,12-bar box,d2c,beginner,yes
O04114,C1972,2026-06-30,bar,12-bar box,marketplace,weight_loss,no
O04115,C2133,2026-06-30,bar,12-bar box,marketplace,beginner,no
O04116,C2378,2026-06-30,bar,12-bar box,marketplace,beginner,no
O04117,C2440,2026-06-30,bar,12-bar box,marketplace,endurance,no
O04118,C2547,2026-06-30,bar,12-bar box,marketplace,gym_regular,no
O04119,C2716,2026-06-30,bar,12-bar box,d2c,beginner,yes
O04120,C2849,2026-06-30,bar,12-bar box,d2c,endurance,no
O04121,C2881,2026-06-30,bar,12-bar box,marketplace,weight_loss,no
O04122,C2925,2026-06-30,bar,12-bar box,marketplace,endurance,no
O04123,C3107,2026-06-30,bar,12-bar box,d2c,gym_regular,no
O04124,C3115,2026-06-30,bar,12-bar box,d2c,weight_loss,yes
O04125,C3187,2026-06-30,bar,12-bar box,d2c,beginner,no
O04126,C3210,2026-06-30,bar,12-bar box,marketplace,weight_loss,no
O04127,C3212,2026-06-30,bar,12-bar box,marketplace,vegetarian,no
O04128,C3286,2026-06-30,bar,12-bar box,marketplace,gym_regular,no
O04129,C3357,2026-06-30,bar,12-bar box,marketplace,gym_regular,no
O04130,C3392,2026-06-30,bar,12-bar box,d2c,gym_regular,no
O04131,C3464,2026-06-30,bar,12-bar box,marketplace,vegetarian,no
O04132,C3546,2026-06-30,bar,12-bar box,d2c,gym_regular,no
O04133,C3685,2026-06-30,bar,12-bar box,marketplace,beginner,no
O04134,C3704,2026-06-30,bar,12-bar box,d2c,vegetarian,no
O04135,C3865,2026-06-30,bar,12-bar box,marketplace,gym_regular,no
O04136,C0017,2026-07-01,bar,12-bar box,marketplace,weight_loss,no
O04137,C0109,2026-07-01,bar,12-bar box,marketplace,gym_regular,no
O04138,C0205,2026-07-01,bar,12-bar box,d2c,weight_loss,no
O04139,C0208,2026-07-01,bar,12-bar box,d2c,weight_loss,yes
O04140,C0265,2026-07-01,bar,12-bar box,marketplace,endurance,no
O04141,C0454,2026-07-01,bar,12-bar box,d2c,endurance,no
O04142,C0584,2026-07-01,bar,12-bar box,d2c,gym_regular,no
O04143,C0627,2026-07-01,bar,12-bar box,d2c,beginner,no
O04144,C0777,2026-07-01,bar,12-bar box,d2c,gym_regular,no
O04145,C0867,2026-07-01,bar,12-bar box,marketplace,weight_loss,no
O04146,C0879,2026-07-01,bar,12-bar box,d2c,beginner,no
O04147,C0961,2026-07-01,bar,12-bar box,marketplace,gym_regular,no
O04148,C1149,2026-07-01,bar,12-bar box,d2c,gym_regular,yes
O04149,C1188,2026-07-01,bar,12-bar box,d2c,gym_regular,yes
O04150,C1263,2026-07-01,bar,12-bar box,marketplace,beginner,no
O04151,C1304,2026-07-01,bar,12-bar box,d2c,gym_regular,no
O04152,C1316,2026-07-01,bar,12-bar box,marketplace,vegetarian,no
O04153,C1751,2026-07-01,bar,12-bar box,d2c,gym_regular,no
O04154,C2072,2026-07-01,bar,12-bar box,d2c,beginner,no
O04155,C2090,2026-07-01,bar,12-bar box,d2c,gym_regular,yes
O04156,C2307,2026-07-01,bar,12-bar box,d2c,weight_loss,no
O04157,C2311,2026-07-01,bar,12-bar box,marketplace,vegetarian,no
O04158,C2347,2026-07-01,bar,12-bar box,marketplace,gym_regular,no
O04159,C2502,2026-07-01,bar,12-bar box,marketplace,weight_loss,no
O04160,C2523,2026-07-01,bar,12-bar box,marketplace,gym_regular,no
O04161,C2551,2026-07-01,bar,12-bar box,d2c,vegetarian,yes
O04162,C2593,2026-07-01,bar,12-bar box,d2c,weight_loss,yes
O04163,C2610,2026-07-01,bar,12-bar box,marketplace,gym_regular,no
O04164,C2824,2026-07-01,bar,12-bar box,d2c,endurance,no
O04165,C2894,2026-07-01,bar,12-bar box,d2c,endurance,no
O04166,C3040,2026-07-01,bar,12-bar box,marketplace,weight_loss,no
O04167,C3057,2026-07-01,bar,12-bar box,d2c,gym_regular,yes
O04168,C3118,2026-07-01,bar,12-bar box,marketplace,endurance,no
O04169,C3217,2026-07-01,bar,12-bar box,d2c,vegetarian,yes
O04170,C3262,2026-07-01,bar,12-bar box,marketplace,endurance,no
O04171,C3378,2026-07-01,bar,12-bar box,marketplace,gym_regular,no
O04172,C3563,2026-07-01,bar,12-bar box,d2c,weight_loss,yes
O04173,C3790,2026-07-01,bar,12-bar box,marketplace,weight_loss,no
O04174,C3963,2026-07-01,bar,12-bar box,marketplace,weight_loss,no
O04175,C3964,2026-07-01,bar,12-bar box,marketplace,weight_loss,no
O04176,C0274,2026-07-02,bar,12-bar box,marketplace,weight_loss,no
O04177,C0423,2026-07-02,bar,12-bar box,d2c,gym_regular,yes
O04178,C0672,2026-07-02,bar,12-bar box,d2c,endurance,no
O04179,C0735,2026-07-02,bar,12-bar box,d2c,vegetarian,no
O04180,C0753,2026-07-02,bar,12-bar box,marketplace,gym_regular,no
O04181,C0771,2026-07-02,bar,12-bar box,d2c,vegetarian,yes
O04182,C0901,2026-07-02,bar,12-bar box,d2c,weight_loss,yes
O04183,C1037,2026-07-02,bar,12-bar box,marketplace,weight_loss,no
O04184,C1098,2026-07-02,bar,12-bar box,marketplace,gym_regular,no
O04185,C1166,2026-07-02,bar,12-bar box,marketplace,vegetarian,no
O04186,C1224,2026-07-02,bar,12-bar box,marketplace,vegetarian,no
O04187,C1356,2026-07-02,bar,12-bar box,marketplace,gym_regular,no
O04188,C1357,2026-07-02,bar,12-bar box,d2c,gym_regular,yes
O04189,C1634,2026-07-02,bar,12-bar box,marketplace,weight_loss,no
O04190,C1664,2026-07-02,bar,12-bar box,d2c,weight_loss,yes
O04191,C1882,2026-07-02,bar,12-bar box,d2c,endurance,yes
O04192,C1894,2026-07-02,bar,12-bar box,marketplace,gym_regular,no
O04193,C1981,2026-07-02,bar,12-bar box,d2c,gym_regular,no
O04194,C1985,2026-07-02,bar,12-bar box,d2c,weight_loss,yes
O04195,C2127,2026-07-02,bar,12-bar box,d2c,beginner,yes
O04196,C2346,2026-07-02,bar,12-bar box,marketplace,gym_regular,no
O04197,C2368,2026-07-02,bar,12-bar box,d2c,gym_regular,yes
O04198,C2417,2026-07-02,bar,12-bar box,marketplace,weight_loss,no
O04199,C2456,2026-07-02,bar,12-bar box,d2c,gym_regular,no
O04200,C2482,2026-07-02,bar,12-bar box,d2c,gym_regular,yes
O04201,C2549,2026-07-02,bar,12-bar box,marketplace,gym_regular,no
O04202,C2552,2026-07-02,bar,12-bar box,d2c,gym_regular,yes
O04203,C2621,2026-07-02,bar,12-bar box,d2c,gym_regular,yes
O04204,C2672,2026-07-02,bar,12-bar box,d2c,beginner,yes
O04205,C2715,2026-07-02,bar,12-bar box,d2c,endurance,yes
O04206,C2834,2026-07-02,bar,12-bar box,marketplace,gym_regular,no
O04207,C2942,2026-07-02,bar,12-bar box,marketplace,gym_regular,no
O04208,C3041,2026-07-02,bar,12-bar box,marketplace,gym_regular,no
O04209,C3066,2026-07-02,bar,12-bar box,marketplace,gym_regular,no
O04210,C3350,2026-07-02,bar,12-bar box,marketplace,vegetarian,no
O04211,C3510,2026-07-02,bar,12-bar box,marketplace,gym_regular,no
O04212,C3778,2026-07-02,bar,12-bar box,marketplace,endurance,no
O04213,C3873,2026-07-02,bar,12-bar box,marketplace,beginner,no
O04214,C3877,2026-07-02,bar,12-bar box,marketplace,weight_loss,no
O04215,C0040,2026-07-03,bar,12-bar box,marketplace,vegetarian,no
O04216,C0080,2026-07-03,bar,12-bar box,d2c,weight_loss,no
O04217,C0201,2026-07-03,bar,12-bar box,marketplace,vegetarian,no
O04218,C0215,2026-07-03,bar,12-bar box,d2c,gym_regular,no
O04219,C0482,2026-07-03,bar,12-bar box,d2c,gym_regular,yes
O04220,C0662,2026-07-03,bar,12-bar box,d2c,endurance,yes
O04221,C0664,2026-07-03,bar,12-bar box,marketplace,beginner,no
O04222,C0705,2026-07-03,bar,12-bar box,d2c,vegetarian,no
O04223,C0827,2026-07-03,bar,12-bar box,marketplace,weight_loss,no
O04224,C0872,2026-07-03,bar,12-bar box,marketplace,weight_loss,no
O04225,C1010,2026-07-03,bar,12-bar box,marketplace,endurance,no
O04226,C1075,2026-07-03,bar,12-bar box,d2c,beginner,yes
O04227,C1626,2026-07-03,bar,12-bar box,d2c,endurance,no
O04228,C1629,2026-07-03,bar,12-bar box,d2c,gym_regular,yes
O04229,C1639,2026-07-03,bar,12-bar box,d2c,gym_regular,yes
O04230,C1694,2026-07-03,bar,12-bar box,marketplace,vegetarian,no
O04231,C1710,2026-07-03,bar,12-bar box,marketplace,beginner,no
O04232,C1987,2026-07-03,bar,12-bar box,d2c,vegetarian,no
O04233,C2104,2026-07-03,bar,12-bar box,marketplace,gym_regular,no
O04234,C2138,2026-07-03,bar,12-bar box,d2c,endurance,yes
O04235,C2755,2026-07-03,bar,12-bar box,d2c,endurance,no
O04236,C2807,2026-07-03,bar,12-bar box,marketplace,gym_regular,no
O04237,C2861,2026-07-03,bar,12-bar box,marketplace,vegetarian,no
O04238,C3011,2026-07-03,bar,12-bar box,d2c,gym_regular,no
O04239,C3163,2026-07-03,bar,12-bar box,d2c,endurance,no
O04240,C3171,2026-07-03,bar,12-bar box,d2c,vegetarian,yes
O04241,C3237,2026-07-03,bar,12-bar box,marketplace,weight_loss,no
O04242,C3603,2026-07-03,bar,12-bar box,d2c,endurance,no
O04243,C3744,2026-07-03,bar,12-bar box,marketplace,gym_regular,no
O04244,C3943,2026-07-03,bar,12-bar box,d2c,weight_loss,no
O04245,C0002,2026-07-04,bar,12-bar box,d2c,vegetarian,no
O04246,C0004,2026-07-04,bar,12-bar box,d2c,gym_regular,yes
O04247,C0220,2026-07-04,bar,12-bar box,marketplace,weight_loss,no
O04248,C0320,2026-07-04,bar,12-bar box,marketplace,weight_loss,no
O04249,C0448,2026-07-04,bar,12-bar box,d2c,weight_loss,no
O04250,C0466,2026-07-04,bar,12-bar box,marketplace,vegetarian,no
O04251,C0553,2026-07-04,bar,12-bar box,d2c,endurance,yes
O04252,C0618,2026-07-04,bar,12-bar box,d2c,endurance,no
O04253,C0632,2026-07-04,bar,12-bar box,d2c,weight_loss,yes
O04254,C0634,2026-07-04,bar,12-bar box,marketplace,beginner,no
O04255,C0660,2026-07-04,bar,12-bar box,d2c,gym_regular,yes
O04256,C0856,2026-07-04,bar,12-bar box,d2c,gym_regular,yes
O04257,C1083,2026-07-04,bar,12-bar box,d2c,weight_loss,no
O04258,C1448,2026-07-04,bar,12-bar box,d2c,vegetarian,no
O04259,C1546,2026-07-04,bar,12-bar box,marketplace,beginner,no
O04260,C1562,2026-07-04,bar,12-bar box,d2c,weight_loss,no
O04261,C1770,2026-07-04,bar,12-bar box,d2c,gym_regular,yes
O04262,C1772,2026-07-04,bar,12-bar box,d2c,vegetarian,yes
O04263,C1873,2026-07-04,bar,12-bar box,marketplace,beginner,no
O04264,C2331,2026-07-04,bar,12-bar box,marketplace,vegetarian,no
O04265,C2526,2026-07-04,bar,12-bar box,marketplace,gym_regular,no
O04266,C2587,2026-07-04,bar,12-bar box,d2c,vegetarian,yes
O04267,C2743,2026-07-04,bar,12-bar box,marketplace,beginner,no
O04268,C2893,2026-07-04,bar,12-bar box,marketplace,beginner,no
O04269,C3062,2026-07-04,bar,12-bar box,marketplace,beginner,no
O04270,C3073,2026-07-04,bar,12-bar box,d2c,beginner,yes
O04271,C3173,2026-07-04,bar,12-bar box,marketplace,gym_regular,no
O04272,C3207,2026-07-04,bar,12-bar box,d2c,weight_loss,no
O04273,C3275,2026-07-04,bar,12-bar box,marketplace,beginner,no
O04274,C3297,2026-07-04,bar,12-bar box,d2c,gym_regular,no
O04275,C3757,2026-07-04,bar,12-bar box,d2c,gym_regular,no
O04276,C3784,2026-07-04,bar,12-bar box,marketplace,weight_loss,no
O04277,C3872,2026-07-04,bar,12-bar box,marketplace,gym_regular,no
O04278,C0278,2026-07-05,bar,12-bar box,d2c,vegetarian,yes
O04279,C0288,2026-07-05,bar,12-bar box,d2c,vegetarian,yes
O04280,C0339,2026-07-05,bar,12-bar box,marketplace,endurance,no
O04281,C0348,2026-07-05,bar,12-bar box,marketplace,vegetarian,no
O04282,C0523,2026-07-05,bar,12-bar box,marketplace,endurance,no
O04283,C0581,2026-07-05,bar,12-bar box,marketplace,weight_loss,no
O04284,C0784,2026-07-05,bar,12-bar box,d2c,gym_regular,no
O04285,C0850,2026-07-05,bar,12-bar box,marketplace,gym_regular,no
O04286,C1093,2026-07-05,bar,12-bar box,marketplace,gym_regular,no
O04287,C1110,2026-07-05,bar,12-bar box,d2c,gym_regular,no
O04288,C1462,2026-07-05,bar,12-bar box,d2c,gym_regular,no
O04289,C1714,2026-07-05,bar,12-bar box,marketplace,beginner,no
O04290,C1950,2026-07-05,bar,12-bar box,d2c,beginner,no
O04291,C2291,2026-07-05,bar,12-bar box,marketplace,beginner,no
O04292,C2319,2026-07-05,bar,12-bar box,marketplace,weight_loss,no
O04293,C2689,2026-07-05,bar,12-bar box,marketplace,endurance,no
O04294,C2762,2026-07-05,bar,12-bar box,marketplace,beginner,no
O04295,C2879,2026-07-05,bar,12-bar box,d2c,gym_regular,yes
O04296,C2902,2026-07-05,bar,12-bar box,marketplace,weight_loss,no
O04297,C3112,2026-07-05,bar,12-bar box,marketplace,endurance,no
O04298,C3754,2026-07-05,bar,12-bar box,d2c,gym_regular,no
O04299,C0028,2026-07-06,bar,12-bar box,marketplace,endurance,no
O04300,C0162,2026-07-06,bar,12-bar box,marketplace,beginner,no
O04301,C0400,2026-07-06,bar,12-bar box,d2c,weight_loss,no
O04302,C0405,2026-07-06,bar,12-bar box,d2c,gym_regular,yes
O04303,C0424,2026-07-06,bar,12-bar box,d2c,gym_regular,yes
O04304,C0636,2026-07-06,bar,12-bar box,d2c,gym_regular,no
O04305,C0644,2026-07-06,bar,12-bar box,marketplace,beginner,no
O04306,C0723,2026-07-06,bar,12-bar box,d2c,weight_loss,no
O04307,C0778,2026-07-06,bar,12-bar box,marketplace,endurance,no
O04308,C0852,2026-07-06,bar,12-bar box,marketplace,beginner,no
O04309,C0900,2026-07-06,bar,12-bar box,marketplace,endurance,no
O04310,C0906,2026-07-06,bar,12-bar box,d2c,weight_loss,no
O04311,C0945,2026-07-06,bar,12-bar box,marketplace,weight_loss,no
O04312,C1603,2026-07-06,bar,12-bar box,d2c,endurance,yes
O04313,C1653,2026-07-06,bar,12-bar box,d2c,weight_loss,yes
O04314,C1699,2026-07-06,bar,12-bar box,d2c,beginner,no
O04315,C1711,2026-07-06,bar,12-bar box,d2c,beginner,yes
O04316,C1783,2026-07-06,bar,12-bar box,d2c,vegetarian,yes
O04317,C2146,2026-07-06,bar,12-bar box,d2c,weight_loss,yes
O04318,C2181,2026-07-06,bar,12-bar box,marketplace,vegetarian,no
O04319,C2262,2026-07-06,bar,12-bar box,d2c,gym_regular,yes
O04320,C2281,2026-07-06,bar,12-bar box,d2c,gym_regular,no
O04321,C2564,2026-07-06,bar,12-bar box,d2c,gym_regular,yes
O04322,C2717,2026-07-06,bar,12-bar box,d2c,gym_regular,yes
O04323,C2740,2026-07-06,bar,12-bar box,marketplace,beginner,no
O04324,C3007,2026-07-06,bar,12-bar box,marketplace,endurance,no
O04325,C3140,2026-07-06,bar,12-bar box,d2c,endurance,yes
O04326,C3182,2026-07-06,bar,12-bar box,d2c,gym_regular,yes
O04327,C3263,2026-07-06,bar,12-bar box,marketplace,gym_regular,no
O04328,C3276,2026-07-06,bar,12-bar box,d2c,weight_loss,yes
O04329,C3301,2026-07-06,bar,12-bar box,d2c,vegetarian,yes
O04330,C3310,2026-07-06,bar,12-bar box,d2c,endurance,yes
O04331,C3381,2026-07-06,bar,12-bar box,d2c,gym_regular,no
